,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
448,鎏金的声音 Golden Voices,2019,叶夫根尼·鲁曼,兹夫·贝尔科维奇/叶夫根尼·鲁曼,玛丽亚·贝尔金/弗拉基米尔·弗里德曼/伊夫林·哈格尔/乌里·克劳兹纳/伊丽莎白·孔,剧情/喜剧/爱情,                                　　数十年来，维克多和莱雅·弗仑克尔都是苏联电影配音的黄金搭档。所有进入苏联银幕的西方电影都是由他们配音的。1990年，随着苏联的解体，就像成千上万的苏联犹太人一样，弗伦克尔一家决定移居以色列。然而以色列不需要会说俄语的配音艺术家。在以色列的头几个月里，维克多和莱雅试图找到可以施展才华的工作，但没想到引发了一些意想不到的事件，并把他们人生新篇章的开始变成了一段有趣、痛苦和荒谬的经历。                       ,88分钟,2019-09-25(以色列电影节), 以色列, 俄语 / 希伯来语,143.0,8.0,20.3%,58.5%,20.3%,0.8%,0.0%,66.0,1.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2617554603.jpg
449,独家记忆番外之再见爱,2019,刘畅,陈潇骁/贺牧君,张樟/邓郁立/方文强/叶子诚/李欢/张超/李婷婷/陈博豪/孙嘉灵/李九霄/龚锐,爱情,                                　　独家记忆番外篇《独家记忆之再见爱》——大四，白霖来到东湖大学的青山学院实习，已经毕业的李佳航又一次进入白霖的生活，无微不至地照顾她的生活起居。然而自卑的白霖一直不敢面对李佳航的感情，想要在实习中做出好成绩再有所回应却又在即将取得成绩的关键时刻被新认识的朋友设计，失去了取得成绩的机会。经过反思与沉淀后，白霖认 真完成学业，踏踏实实的求职工作，她和李佳航也再次相遇，两人的情感终于修成了正果。 宋琪琪因为个人问题休息一年，复课后继续勤工俭学，并且要面对与曾经爱慕的肖正一起工作，于此同时对宋琪琪充满爱慕的叶飞对宋琪琪展开了追求。通过现实与内心的较量，宋琪琪终于看清了自己内心所爱，放下了曾经的执念并坚定的走下去。                       ,90分钟,2019-03-02(中国大陆), 中国大陆, 汉语普通话,4055.0,6.5,7.7%,25.5%,53.7%,10.6%,2.5%,1021.0,3.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2549575499.jpg
450,两大无猜 Always Be My Maybe,2019,纳卡那驰·韩,迈克尔·戈兰科/兰道尔·朴/黄阿丽,黄阿丽/兰道尔·朴/查琳·易/卡兰·索尼/金大贤/基努·里维斯/米娅·切赫/苏珊·朴/玛塞拉·布拉吉奥/盖尔·甘布尔/詹姆斯·塞托/莎莎·罗根/薇薇安·邦/威廉·W·巴伯/佩吉·陆/詹姆斯·D·韦斯顿二世/西蒙·钱/杰森·卡内拉/卡茜·亨德利/艾迪·弗莱克/约翰·洛巴托/里克·理查森/雅罗斯拉夫·波维洛/达韦恩·乔丹/蜜雪儿·伯托/凯伦·霍尔尼斯/克里斯·赫洛泽/马尔科·索里亚诺/肖恩·阿姆辛/布兰森·奎克/史蒂文·E·鲁迪,喜剧,                                　　青梅竹马的好友莎夏和马库斯闹翻了，并且 15 年都没说过话。莎夏成为了洛杉矶的名厨，回到家乡旧金山开了一家餐厅，就在这里，她遇到了老朋友 — 一位快乐、知足的音乐家，他一直与父母同住并为父亲打工。尽管两人都不情愿和好，但他们很快就发现彼此之间还存在旧的火花，或许还擦出了一些新火花。                       ,101分钟,2019-05-31(美国), 美国, 英语,8199.0,6.2,6.0%,21.6%,53.2%,16.8%,2.3%,2958.0,19.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2556816232.jpg
451,杀戮天眼 Volition,2019,Tony Dean Smith,Tony Dean Smith/瑞安·W·史密斯,Adrian Glynn McMorran/麦达·阿帕诺威茨/约翰·卡西尼/Frank Cassini/阿莱克斯·潘诺维奇/比尔·马钱特/布鲁·曼库马/Jason Simpson/Jaden Oehr/Drummond Macdougall,科幻,                                　　A man afflicted with clairvoyance tries to change his fate when a series of events leads to a vision of his own imminent murder.                       ,,2019-03-15(菲利普·迪克科幻电影节)/2020-07-10(美国), 美国, 英语,199.0,5.8,6.5%,16.1%,47.0%,23.2%,7.1%,66.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561506095.jpg
452,我亲爱的表哥 Primos,2019,Mauro Carvalho/迪亚哥·卡萨多,迪亚哥·卡萨多,迪亚哥·卡萨多/Paulo Sousa/Denis Camargo/Duda Esteves/Carmem Lutcha/Elenita Pessoa/Ana Rosita/Dilza Scarpa/Juliana Zancanaro,剧情/喜剧/爱情/同性,                                　　年轻的卢卡斯与虔诚的基督徒罗德丝姨妈两人一起居住在静谧的乡下，卢卡斯通过电子琴演奏圣曲来帮助姨妈进行礼拜。这样单调平淡的生活被姨妈的一个善举打破：姨妈接纳了另一个刚出狱的外甥马里奥进家里。看似性格迥异的两个男孩逐渐相互吸引，马里奥的到来为这个家带来生气，但他们的事情却被追求卢卡斯的一个女孩子发现… @同志亦凡人中文站                       ,83分钟,2019-05-29(巴西), 巴西, 葡萄牙语,1626.0,7.3,20.6%,34.4%,35.8%,7.3%,1.8%,583.0,5.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2563008383.jpg
453,杀手寓言 ザ・ファブル,2019,江口幹,渡边雄介/南胜久,冈田准一/木村文乃/山本美月/福士苍汰/柳乐优弥/向井理/藤森慎吾/宫川大辅/佐藤二朗/安田显/佐藤浩市,喜剧/动作,                                　　本作改编自南胜久的同名漫画《杀手寓言》，主演为冈田准一。                                   ,124分钟,2019-06-15(上海电影节)/2019-06-21(日本), 日本, 日语,6851.0,7.1,10.6%,42.3%,40.8%,5.3%,1.0%,2084.0,23.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2551329804.jpg
454,宝贝男孩 Honey Boy,2019,阿尔玛·哈勒,希亚·拉博夫,希亚·拉博夫/卢卡斯·赫奇斯/诺亚·尤佩/拜伦·鲍尔斯/劳拉·圣吉亚科莫/小枝女孩/娜塔莎·雷昂/麦卡·梦露/小克利夫顿·克林斯/马里奥·庞塞/马丁·斯塔尔/海莉·桑切斯/乔凡尼·洛佩斯/多里安·布朗/格蕾塔·荣格/克雷格·斯塔克/格雷厄姆·克拉克/莱娜·查韦斯/鲍莉娜·布格姆布/本杰明·马卡比/查拉·萨维诺/阿尔·伯克/路德维格·曼努基连/桑德拉·罗斯科/布莱恩·纳什/金斯顿·凡尔内斯,剧情,                           ,93分钟,2019-01-25(圣丹斯电影节)/2019-11-27(美国), 美国, 英语,3691.0,7.1,10.7%,39.8%,43.7%,5.1%,0.8%,1343.0,21.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2568099437.jpg
455,致我的陌生恋人 Mon inconnue,2019,雨果·热兰,雨果·热兰/伊戈尔·戈特曼/本杰明·帕朗/拉埃蒂茜亚·科隆巴尼/大卫·冯金诺斯,弗朗索瓦·西维尔/约瑟芬·约比/本杰明·拉维赫尼/卡米尔·勒鲁什/阿毛里·德·克赖恩库尔/爱迪丝·斯考博/朱丽叶·多尔/萨米·贝塔德/克里斯蒂安·贝内代蒂/纪尧姆·布谢德/安妮·瓦莱丽·佩耶/拉斐尔·冯·布卢门塔尔/贝特朗·科姆/纪尧姆·梅拉妮/索尼娅·妮妮/让·佛朗哥/艾尔莎·霍本/多里安·勒·克利奇/帕特里斯·梅勒内克/吕迪万·德·夏斯特尼/卡蒂雅·布尼亚季什维莉/劳伦·德拉豪斯/埃文特·斯特朗,喜剧/爱情,                                　　穿过千千万万时间线，跨越漫长岁月去寻找曾经的爱人。只是平行时空，重新认识，她还会爱上他吗？一次激烈的争吵，一场意外的时空旅行，拉斐尔（弗朗索瓦·西维尔饰）从一名成功的畅销书作家，变成平庸的中学语文老师；妻子奥莉薇亚（约瑟芬·约比饰）从家庭主妇成为了星光熠熠的著名钢琴家。再相遇，身份颠倒，不再是夫妻，平行时空又一次浪漫邂逅，拉斐尔能否守住最初的爱情？                       ,118分钟,2020(中国大陆)/2019-04-03(法国), 法国 / 比利时, 法语 / 英语,5588.0,7.0,10.8%,36.7%,45.5%,6.4%,0.5%,1993.0,24.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549550925.jpg
456,侧颜 よこがお,2019,深田晃司,深田晃司,筒井真理子/市川实日子/池松壮亮/須藤蓮/小川未祐 /吹越满,剧情,                                　　深受身边人信赖的护士市子，在大石家为老人大石塔子提供临终看护服务时，无端卷入大石家女儿沙纪的失踪事件。在扭曲的真相与意外的背叛下，市子的幸福世界瞬间崩塌，顿失工作与婚姻。为了报复，市子化身Lisa，并刻意接近发型师和道，究竟在市子的心底隐藏了怎样的复仇计划？                       ,111分钟,2019-07-26(日本), 日本, 日语,1328.0,6.9,5.9%,40.4%,46.0%,6.1%,1.6%,488.0,4.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2552542434.jpg
457,难道不浪漫 Isn't It Romantic,2019,托德·施特劳斯-舒尔森,埃里·卡迪约/达纳·福克斯/凯瑟琳·西尔伯曼,蕾蓓尔·威尔森/利亚姆·海姆斯沃斯/亚当·德维尼/佩丽冉卡·曹帕拉/布兰登·斯科特·琼斯/贝蒂·吉尔平/汤姆·艾利斯/珍妮弗·桑德斯/费斯·洛根/尤金娜·库日敏娜/雪莉·罗德里格斯/杰奎琳·霍努力克/埃斯特班·贝尼托/桃乐丝·麦卡锡/卢西亚诺·阿库尼亚/马米·科西科,喜剧/爱情/奇幻,                                　　托德·施特劳斯-斯古尔森将执导新线影业新片[难道不浪漫](Isn’t It Romantic，暂译)。影片由蕾蓓尔·威尔森主演，讲述一位刻薄女孩的平凡生活一夜之间变作了充满浪漫的爱情喜剧，她也由此成为朋友们的话题中心。斯古尔森以拍摄喜剧见长，2015年他导演的[幸存的女孩]曾入围多伦多电影节。                       ,88分钟,2019-02-14(美国), 美国, 英语,6675.0,5.8,3.6%,14.5%,55.1%,23.0%,3.9%,1976.0,17.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546947022.jpg
458,金陵神捕,2019,韦恩,怪异君/张溪原,郑明洋/王玮,悬疑/古装,                                　　明，冬月初二，伏竹村突发大火，村中一位长老意外丧生。六扇门新晋女捕快杨梦言奉命前往伏竹村查案，却未想村内怪事连连，又有二人死于非命，而她，成了新凶案的最大嫌疑人…                       ,102分钟,2019-09-20(中国大陆), 中国大陆, 汉语普通话,3139.0,5.8,3.6%,16.1%,51.4%,23.8%,5.1%,1315.0,52.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2569034179.jpg
459,乐园 楽園,2019,濑濑敬久,吉田修一/濑濑敬久,绫野刚/杉咲花/佐藤浩市/柄本明/村上虹郎/片冈礼子/黑泽明日香/根岸季衣/石桥静河,悬疑,                                　　根据吉田修一小说《犯罪小说集》中“乐园”篇将被搬上大银幕，绫野刚、杉咲花、佐藤浩市将参演影片，濑濑敬久([罪人的谎言])执导。故事讲述一起幼女被拐案件从未破获，而12年后，同一个地方又发生两起同样的案件，而疑点落到三个人身上。该片将于2019年日本上映。                       ,129分钟,2019-10-07(釜山电影节)/2019-10-18(日本), 日本, 日语,711.0,5.5,3.6%,12.7%,47.5%,29.4%,6.7%,270.0,8.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2562559754.jpg
461,词典 말모이,2019,严宥娜,严宥娜,柳海真/尹启相/金弘波/禹贤/金太勋/艺秀晶/赵贤哲,剧情/历史,                                　　日本殖民统治时期为了编制朝鲜语词典走遍全国，秘密搜集朝鲜语的两个男人的故事                       ,135分钟,2019-01-09(韩国), 韩国, 韩语,4886.0,7.7,21.2%,47.5%,28.4%,2.3%,0.6%,1408.0,30.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542477332.jpg
462,心理测量者SS3：在恩怨的彼方 PSYCHO-PASS サイコパス Sinners of the System Case.3「恩讐の彼方に＿＿」,2019,盐谷直义,深见真,关智一/诸星堇/本田贵子/志村知幸/高木涉/鹤冈聪/樱井孝宏/佐佐木义人/若林佑/行成桃姬/广濑淳/藤沼建人/松田修平/堀聪十郎/相乐信赖/大西弘祐/大井麻利衣/夏川朋子/矶部勉,动作/动画/犯罪,                                　　2116年に起きた東南アジア連合・SEAUnでの事件後、狡噛慎也は放浪の旅を続けていた。南アジアの小国で、狡噛は武装ゲリラに襲われている難民を乗せたバスを救う。その中には、テンジンと名乗るひとりの少女がいた。かたき討ちのために戦い方を学びたいと狡噛に懇願するテンジン。出口のない世界の縁辺で、復讐を望む少女と復讐を終えた男が見届ける、この世界の様相とは…。                       ,67分钟,2019-03-08(日本), 日本, 日语,2485.0,7.5,20.4%,40.5%,34.8%,3.3%,1.0%,652.0,7.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2547896006.jpg
463,鹿皮 Le daim,2019,昆汀·杜皮约,昆汀·杜皮约,让·杜雅尔丹/阿黛拉·哈内尔/艾伯特·德尔佩/科拉莉·吕西耶/玛丽·布奈尔/马克西姆·德瑞森/朱莉娅·福雷/Pierre Gommé/Laurent Nicolas/Stéphane Jobert/Franck Lebreton/Panayotis Pascot/塞夫·哈杰迪/Maryne Cayon,喜剧,                                　　大叔一掷千金，买下古着麂皮褛，对新战衣爱到发烧，意想不到的事情就会发生。他不但跟战衣深情对话，还手执摄像机自拍「型到杀死人」，誓要令战衣举世无双。酒吧遇着靓女自称业余剪接师，二人一拍即合搞独立制作，自导自演边拍边杀，忽然鲜血淋漓劲过「买凶拍人」。《辘地魔》（35届）怪导杜皮埃又一荒诞绝伦黑色喜剧，由《星光梦里人》（2011）金像影帝尚杜加丹忘我演出，加上《无名女孩》（2016）艾狄夏妮，调侃《危险人物》（1994）之余，更把暴力和后设手法玩得出其不意，妙不可言。                       ,77分钟,2019-05-15(戛纳电影节)/2019-06-19(法国), 法国, 法语,4497.0,6.8,6.8%,38.7%,42.8%,9.2%,2.5%,1828.0,21.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2562147191.jpg
464,完美男人 퍼펙트맨,2019,金龙洙,薛景求/赵震雄/陈善圭/金莎朗/许峻豪/朴镇宇,薛景求/赵震雄/陈善圭/金莎朗/许峻豪/朴镇宇,剧情,                                　　该片翻拍自法国电影《触不可及》，讲述的是黑社会出身的陪护人士在护理身患残疾的富豪的过程中发生的故事，描述不同人生的两个人的友情。赵震雄饰演黑社会出身的人物，薛景求饰演残疾富人。该片由SHOWBOX发行，将在下半年开拍，明年上映。                       ,117分钟,2019-10-02(韩国), 韩国, 韩语,1952.0,6.6,10.7%,24.9%,51.4%,11.6%,1.5%,531.0,14.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2568619799.jpg
465,鱼雷 Torpedo,2019,斯文·胡伯雷赫茨,斯文·胡伯雷赫茨/约翰·霍尔曼,埃拉·琼·昂拉尔/肯·德·布沃/菲力·莱福斯丁/斯文·德·里德尔/斯特凡·珀塞瓦尔/约伦·塞德斯拉奇兹 Joren Seldeslachts/鲁迪·穆肯迪/伯特·海尔沃特/希勒斯·德·施莱弗,动作/战争,                                　　比利时抵抗组织劫持了一艘纳粹德国的潜艇，奉命把曼哈顿计划需要的重要物资偷运到美国去                       ,102分钟,2019-10-23(比利时)/2020-05-19(美国), 比利时 / 英国 / 德国, 德语 / 英语,438.0,5.6,4.0%,11.7%,54.9%,21.5%,8.0%,126.0,8.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2568265027.jpg
466,欲念游戏,2019,郭涛,束焕/蔡悦/王彤镇,郭涛/张子枫/姜潮/梅婷/范伟/王迅/盖玥希,科幻/悬疑/犯罪,                                　　《欲念游戏》讲述在2020年，一代叱咤智能科技领域的风云人物郭实（郭涛饰），在经历丧女之痛后决定远离尘嚣，终日与智能机器人相伴。但一次意外的发生，郭实莫名沦为“杀人逃犯”，并一步步落入对方所设的陷阱中。为证清白，郭实重拾“化蝶系统”，与爱徒飞凡（姜潮饰）和机械发烧友萌萌（张子枫饰）联手追查真凶。在探寻真相的过程中，郭实发现妻子宁雪（梅婷饰）和好兄弟老查（范伟饰）与此事有着千丝万缕的联系，但逐渐被视觉致幻的他开始难辨真假虚实，一场有关科技的烧脑战役呼之欲开。                       ,109分钟,2019-04-12(中国大陆), 中国大陆, 汉语普通话,4797.0,2.9,0.3%,0.9%,8.6%,24.5%,65.7%,1792.0,50.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2551984168.jpg
467,"极端邪恶 Extremely Wicked, Shockingly Evil and Vile",2019,乔·伯灵格,伊丽莎白·肯德尔/迈克尔·韦,莉莉·柯林斯/扎克·埃夫隆/约翰·马尔科维奇/吉姆·帕森斯/安吉拉·萨拉弗安/西德尼·沃尔默/梅西·卡莫西诺/艾娃·因曼/摩根·派尔/詹姆斯·海特菲尔德/理查德·K·琼斯/贾斯廷·因曼/格蕾丝·维多利亚·考克斯/杰弗里·多诺万/迪伦·贝克/卡雅·斯考达里奥/海利·乔·奥斯蒙/特里·金尼/肯·斯特伦克/乔·伯灵格/布兰登·特罗斯特/布莱恩·格拉格提,惊悚,                           ,108分钟(圣丹斯电影节),2019-01-26(圣丹斯电影节), 美国, 英语,7194.0,6.7,7.4%,29.7%,52.8%,8.5%,1.6%,1938.0,33.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2552505334.jpg
468,王子 El Príncipe,2019,塞巴斯蒂安·穆尼奥斯,塞巴斯蒂安·穆尼奥斯/Luis Barrales,阿尔佛莱德·卡斯特罗/加斯顿·保尔斯/Sebastián Ayala/Lucas Balmaceda/Jaime Leiva/Juan Carlos Maldonado/Catalina Martin/Cesare Serra/保拉·沃尔帕托/Nicolás Zárate/Paula Zúñiga,剧情/同性,                                　　影片聚焦上世纪70年代动荡不定的智利，酒吧中被称为“王子”的红人杰米(马尔多纳多饰)，与强大的老囚犯“种马”(卡斯特罗饰)建立了看似不可能的恋情。                       ,96分钟,2019-09-01(威尼斯电影节), 智利 / 阿根廷 / 比利时, 西班牙语,2246.0,6.7,11.7%,23.7%,51.5%,11.6%,1.5%,731.0,6.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565601745.jpg
469,消失吧，群青 いなくなれ、群青,2019,柳明菜,高野水登/河野裕,横滨流星/饭丰万理江/矢作穗香/松冈广大/松本妃代/中村里帆/伊藤由美/片山萌美/君泽松/岩井拳士朗/黑羽麻璃央,剧情/爱情,                                　　高中生七草与其他2000人发现自己被丢弃在一个叫“阶梯岛”的小岛上，而且大家都失去了抵达小岛之前的所有记忆。阶梯岛上有一条长长的阶梯贯穿小岛一直延伸到高山上，而统治小岛的魔女据说就住在这座山上。离开小岛的唯一方法就是找出自己失去了什么。然而七草并不想离开这里，他喜欢这里的生活。直到某一天，七草童年的玩伴儿真边由宇的出现，打乱了他的生活。为何像真边由宇这样开朗的人也会遭人遗弃呢？这些神秘事件背后的魔女究竟是谁呢？两个人一步步开始探索阶梯岛的真相……                       ,106分钟,2019-09-06(日本), 日本, 日语,2122.0,6.6,6.9%,27.8%,53.2%,10.3%,1.8%,1019.0,18.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570926392.jpg
470,蓝与黑 Black and Blue,2019,德翁·泰勒,彼得·A·道林,娜奥米·哈里斯/弗兰克·格里罗/里德·斯科特/迈克·柯尔特/泰瑞斯·吉布森/博·纳普/娜菲萨·威廉姆斯/迈克尔·帕帕约翰/纳尔逊·波尼拉/詹姆斯·摩西·布莱克/韦米蒂娅·埃拉恩/安东尼·迈克尔·弗雷德里克,剧情/动作/惊悚/犯罪,                                　　娜奥米·哈里斯将主演警探题材惊悚片[蓝与黑](Black And Blue，暂译)，德翁·泰勒([假日惊魂])执导，彼得·A·道林([空中危机])操刀剧本。故事讲述一名新手警察(娜奥米饰)目睹了腐败官员谋杀一名毒贩的过程，而且她随身携带的摄像头录下了这一幕。她从这些腐败官员手里逃脱出来，陷入了被谋杀的危险境地。                       ,108分钟,2019-09-21(都市世界电影节)/2019-10-25(美国), 美国, 英语,2308.0,6.5,6.8%,24.3%,56.6%,10.5%,1.8%,643.0,8.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570024643.jpg
471,前奏 Prélude,2019,Sabrina Sarabi,Sabrina Sarabi,路易斯·霍夫曼/丽芙·丽莎·弗赖斯/亚诺·弗里斯奇/尤拉西纳·拉尔迪/约翰尼斯·努斯鲍姆/莎斯琪亚·罗森道尔/简妮·席丽/David Kosel/Juno Zobel,剧情,                                　　影片讲述19岁的大卫(霍夫曼饰)梦想成为世界最顶级舞台上的钢琴演奏家。在他的家乡，他的天赋非常出众。但作为一个音乐学院的学生，他很快意识到他仅仅只是天才中的一个。他的同学沃尔特(努斯鲍姆饰)是他最大的竞争对手，而这种竞争也蔓延到了感情上。                       ,95分钟,2019-06-28(慕尼黑国际电影节)/2019-08-29(德国), 德国, 德语,157.0,6.2,6.5%,18.8%,58.0%,11.6%,5.1%,64.0,3.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2560406027.jpg
472,逗爱熊仁镇,2019,查慕春,查慕春,朱亚文/张榕容/王亮/郄路通/韩彦博/卢野/钱波/王旭峰/多布杰/刘十六,喜剧/爱情,                                　　电影讲述了同在一间银行ATM部门中工作的何必（朱亚文饰）与蒙小鲜（张榕容饰），由于公司禁止办公室恋情，正秘密的谈着地下恋爱。与此同时300公里以外的熊仁镇一个ATM机出现故障，取一倍的钱吐两倍的现金，造成银行财产损失。于是蒙小鲜和何必约定，谁先找到被多取得钱谁就可以留在银行，另一个必须辞职。于是一场争钱斗爱的游戏在小镇迅速展开。                                   ,102分钟,2019-09-07(中国大陆), 中国大陆, 汉语普通话,3572.0,4.8,2.0%,10.9%,32.6%,34.0%,20.5%,1314.0,89.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566979232.jpg
473,古董局中局之佛头起源,2019,袁菲,师可/袁菲,潘粤明/丁溪鹤,冒险,                                　　故事讲述了抗日战争中期，日军侵占中国，大肆掠宝，鉴宝大师许一城为了保护国宝玉佛头，在日军的生死追击下，带领徒弟小天勇闯自家祖上古墓，护宝之行能否成功全由用户决定。                       ,20分钟,2019-01-03(中国大陆), 中国大陆, 汉语普通话,2216.0,8.0,29.3%,45.1%,22.2%,3.0%,0.5%,694.0,6.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2545489429.jpg
474,鲁邦三世：峰不二子的谎言 LUPIN THE IIIRD 峰不二子の嘘,2019,小池健,高桥悠也,泽城美雪/栗田贯一/小林清志/浪川大辅/山寺宏一,动画,                                　　史上最SEXY最强的女神。其名峰不二子。                                   ,58分钟,2019-05-31(日本), 日本, 日语,2053.0,7.7,24.0%,43.7%,28.4%,3.3%,0.6%,530.0,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2550125306.jpg
475,寒单 寒單,2019,黄朝亮,黄朝亮/黄淑筠,郑人硕/胡宇威/黄瀞怡/林予晞/杨贵媚/陆弈静/高捷/陈博正,剧情,                                　　台东特有的元宵文化习俗「炸寒单」。 《大钓哥》黄朝亮执导，郑人硕、胡宇威主演。肉身寒单阿义站在神轿上，炸药意外造成阿义女友萱萱的死亡。当年意外的真相曝光后，炸在身上的纹身之罪，是否能抵消深藏的锥心之痛？                       ,125分钟,2019-01-23(中国台湾), 中国台湾, 汉语普通话,5087.0,7.6,18.5%,48.6%,29.0%,3.0%,0.9%,1663.0,38.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2542179594.jpg
476,罗布奥特曼剧场版：决定了！羁绊的水晶 劇場版 ウルトラマンR/B セレクト！絆のクリスタル,2019,武居正能,中野贵雄,平田雄也/小池亮介/其原有沙/真锅薰/山崎银之丞/西井幸人/木下彩音/原日出子/滨田龙臣/内田雄马/汤浅枫/潘惠美,喜剧/动作/科幻/儿童,                                　　凑家生活的绫香市已经有一年不出现怪兽了。                                   ,72分钟,2019-03-08(日本), 日本, 日语,1319.0,6.2,16.2%,15.3%,41.6%,17.2%,9.7%,345.0,10.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550457539.jpg
477,江南,2019,吴晓刚,李扬/周野芒/马洋/张琦/刘北辰/张欣/钟巍/王肖兵/刘飞/苏鑫/张安琪/江曙斐/李敏妍/邹亮/刘以嘉/拜跃/许棕哲/徐亚楠,李扬/周野芒/马洋/张琦/刘北辰/张欣/钟巍/王肖兵/刘飞/苏鑫/张安琪/江曙斐/李敏妍/邹亮/刘以嘉/拜跃/许棕哲/徐亚楠,动画,                                　　影片讲述在清末的上海，一个顽皮的弄堂少年阿榔阴差阳错进入江南制造局成为学徒，从而开始了他的精彩人生冒险。在师父陈铁寒的谆谆教导下，阿榔潜心学习机造技艺，逐渐成长为顶尖机匠，面对敌方间谍的不断纠缠，在自强不息与百折不挠中制造出了重要的国产军械。                                   ,85分钟,2019-09-27(中国大陆), 中国大陆, 汉语普通话,2458.0,5.5,6.5%,14.2%,34.9%,34.5%,10.0%,1256.0,98.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567638335.jpg
478,心理测量者SS2：第一卫士 PSYCHO-PASS サイコパス Sinners of the System Case.2「First Guardian」,2019,盐谷直义,深见真,东地宏树/有本钦隆/浅野真澄/寺杣昌纪/大原沙耶香/关智一/野岛健儿/石田彰/伊藤静/泽城美雪/本田贵子/花泽香菜/佐仓绫音,动作/动画/犯罪,                                　　常守朱が公安局刑事課一係に配属される前の2112年夏、沖縄。                                   ,60分钟,2019-02-15(日本), 日本, 日语,2632.0,8.0,26.5%,49.2%,22.3%,1.5%,0.6%,610.0,4.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2548995606.jpg
479,一拳超人 第二季 OVA1 ワンパンマン SEASON2 サイタマとそこそこの能力者達,2019,樱井亲良,稻本达郎,古川慎/石川界人,动画,                                　　炎の能力者エンジョー、氷の能力者ブルット、動物使役の能力者ケモニールの3人が企てた犯罪計画を、主人公のサイタマが偶然に知ってしまうシーンが収録されている。                       ,12分钟,2019-10-25(日本), 日本, 日语,690.0,7.4,21.0%,34.2%,39.3%,4.7%,0.8%,103.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2577456171.jpg
480,叛徒 Il traditore,2019,马可·贝洛基奥,马可·贝洛基奥/瓦利亚·桑泰拉/卢多维卡·兰波尔迪/弗朗西斯·皮克罗,皮耶尔弗兰切斯科·法维诺/马丽娅·费尔南达·康基多/路易吉·洛·卡肖/福斯托·鲁索·阿莱西/尼诺·波尔齐奥/Alessio Praticò/Gabriele Arena/Fabrizio Ferracane/Jacopo Garfagnoli/Patrick Simons/Marco Gambino/Calì Nicola/Goffredo Maria Bruno/Massimiliano Ubaldi/Marilina Marino/Nunzia Lo Presti/Maria Amato,剧情/传记/犯罪,                                　　本片根据意大利真实事件改编而成。上世纪80年代初期，黑帮首脑多玛索·布西达从意大利移居巴西，然而远在意大利的自己的哥哥与孩子却相继被黑帮团伙杀害。为了惩治凶手，他开始与意大利警方合作，在两方的不断努力下，多玛索·布西达不仅抓住了杀害自己亲人的幕后黑手，并将意大利盘根错节的黑帮团伙连根拔起……                       ,153分钟,2019-05-23(意大利/戛纳电影节), 意大利 / 法国 / 巴西 / 德国, 意大利语,5513.0,7.2,11.3%,45.0%,37.6%,5.2%,0.9%,1819.0,16.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2556201145.jpg
