,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
82,攻壳机动队 Ghost in the Shell,2017,鲁伯特·桑德斯,士郎正宗/杰米·莫斯/威廉·惠勒/伊伦·克鲁格,斯嘉丽·约翰逊/皮鲁·埃斯贝克/北野武/朱丽叶·比诺什/迈克尔·皮特/黄经汉/丹妮西娅·萨马尔/拉札勒斯·雷图勒/泉原豊/托万达·马尼莫/彼得·费迪南多/安娜玛丽亚·玛琳卡/丹尼尔·亨绍尔/安德鲁·斯特林/桃井薰/查尔斯·欧比/福岛莉拉/约瑟夫·纳瓦胡/迈克尔·维克特,动作/科幻/犯罪,近未来，人类的各种器官均可实现移植，一时间机器人、生化人、仿生人充斥世间，与人类真假莫辨。某座繁华都市的大厦内，汉卡公司高管正与非洲来宾洽谈业务，突然宴会变成血腥大屠杀，暴走的机器人大开杀戒。隶属公安九课的米拉·基里安少佐（斯嘉丽·约翰逊 Scarlett Johansson 饰）带领巴特（皮鲁·埃斯贝克 Pilou Asbæk 饰）等手下赶往现场，平息事态。根据对暴走艺伎机器人的调查发现，被称作“久世”的神秘之人策划了这一系列的行动，而且他的目标全部指向了掌握着生化前沿尖端科技的汉卡公司及其研发人员。经过一番凶险的周旋，少佐逐渐逼近真相，同时也渐渐解开了发生在自己身上的惊天秘密……,107分钟,2017-04-07(中国大陆)/2017-03-29(法国)/2017-03-31(美国), 美国, 英语 / 日语,168640.0,6.4,6.8%,26.5%,51.3%,13.1%,2.3%,48067,975.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2453176400.jpg
83,电锯惊魂8：竖锯 Jigsaw,2017,迈克尔·斯派瑞/彼得·斯派瑞,皮特·古德芬格/乔什·斯托博格,马特·帕斯摩尔/托宾·贝尔/考乐姆·吉斯·雷尼/汉娜·艾米莉·安德森/科勒·班尼特/劳拉·范德沃特/保罗·布朗斯坦/曼德拉·范·皮布尔斯/布列塔尼·艾伦/乔赛亚·布莱克/爱德华·拉特尔/迈克·布瓦韦尔,悬疑/惊悚/恐怖,远离尘嚣的一座封闭谷仓内，安娜（劳拉·范德沃特 Laura Vandervoort 饰）、赖安（保罗·布朗斯坦 Paul Braunstein 饰）、米奇（曼德拉·范·皮布尔斯 Mandela Van Peebles 饰）和卡莉（布列塔尼·艾伦 Brittany Allen 饰）从昏迷中醒来。他们的头部被奇怪的装置束缚，颈上的铁链连接着安装了圆锯的铁门。在竖锯的指示下，他们将经历一场场痛彻骨髓的生死考验，并在死神的屠刀面前低头认罪。,92分钟,2017-10-27(美国), 美国 / 加拿大, 英语,69390.0,6.9,12.9%,31.6%,45.9%,8.2%,1.4%,15425,151.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2499761124.jpg
84,傲娇与偏见,2017,李海蜀/黄彦威,李海蜀/黄彦威/媚媚猫/张秀洁/韩瑞/马月红,迪丽热巴/张云龙/高伟光/金晨/马薇薇/范湉湉/迈克·安吉洛/周海媚/樊野/李彧,喜剧/爱情,北漂网络写手唐楠楠（迪丽热巴 饰）脑洞大于常人，整日穿行在各种“白日梦”之中，梦想着有一天能成为网文大神，然而在她误打误撞毁掉了贱萌海龟男朱侯（张云龙 饰）为追求女神精心布置的告白仪式之后，这对冤家阴差阳错之下被迫带着各自的傲娇与偏见开始了同居生活。朱侯的高富帅好基友萧见君（高伟光 饰）因对唐楠楠一见钟情展开猛烈攻势，却不料遭到朱侯再三阻挠。当“傲娇”任性撞上“偏见”无理，一场鸡飞狗跳的脱线恋情正在袭来，一次跨越银河系的世纪大和解即将上演。,108分钟,2017-04-20(中国大陆), 中国大陆, 汉语普通话,69029.0,4.8,4.1%,9.4%,33.1%,29.8%,23.7%,20519,340.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455810613.jpg
85,名侦探柯南：唐红的恋歌 名探偵コナン から紅の恋歌,2017,静野孔文,大仓崇裕/青山刚昌,高山南/山崎和佳奈/小山力也/山口胜平/堀川亮/宫村优子/岩居由希子/高木涉/大谷育江/绪方贤一/林原惠美/松井菜樱子/桧山修之/雪野五月/小野大辅/山路和弘/寺杣昌纪/若本规夫/置鲇龙太郎/胜生真沙子/比嘉久美子/一条和矢/石井康嗣/石川英郎/吉田美保/斋贺光希/大西健晴/小伏伸之/进藤尚美/高冢正也/福岛润/吉冈里帆/宫川大辅/阪脩,动画/悬疑,阳光明媚的一天，柯南（高山南 配音）、小兰（山崎和佳奈 配音）以及少年侦探团的伙伴们随同毛利小五郎（小山力也 配音）来到大阪，参加在当地举行的“高中生皋月杯”百人一首和歌大赛。期间，他们还见到了彼此的好友服部平次（堀川亮 配音）和远山和叶（宫村优子 配音）。就在比赛进行中途，一封爆炸预告信送到电视台，警方迅速行动起来组织疏散。疏散一半时，爆炸突然发生，结果平次与和叶被困在建筑物中。而在一连串的混乱过后，一位皋月杯相关人员的尸体突然出现在众人面前。迷离的案情再度引起柯南的注意……,112分钟,2017-04-15(日本), 日本, 日语,48044.0,6.8,12.3%,29.3%,46.5%,10.2%,1.6%,12809,108.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2461296240.jpg
86,完美陌生人(西班牙版) Perfectos desconocidos,2017,阿莱克斯·德·拉·伊格莱西亚,阿莱克斯·德·拉·伊格莱西亚/豪尔赫·格力加耶切瓦利亚,贝伦·鲁埃达/爱德华·费尔南德斯/欧内斯特·艾戴里欧/胡安娜·阿科斯塔/爱德华多·诺列加/达夫内·费尔南德斯,喜剧,西班牙版《完美陌生人》，翻拍自2016大热的意大利同名影片《完美陌生人》。七个常年的好朋友聚在一起吃晚餐。忽然他们决定与对方分享每一个短信的内容，包括他们收到的电子邮件和电话，由此许多秘密开始公布而他们之间的关系开始发生波动。,97分钟,2017-12-01(西班牙), 意大利 / 西班牙, 西班牙语,45204.0,8.4,36.1%,49.2%,13.5%,1.0%,0.2%,5808,40.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502448373.jpg
87,王牌保镖 The Hitman's Bodyguard,2017,帕特里克·休斯,汤姆·奥康纳,瑞恩·雷诺兹/塞缪尔·杰克逊/加里·奥德曼/萨尔玛·海耶克/艾洛蒂·袁/乔昆姆·德·阿尔梅达/克里斯蒂·米切尔/约瑟芬·德·拉·波美/山姆·哈兹尔丁/巴里·阿茨玛/艾比·侯斯/米哈伊尔·戈尔沃伊,喜剧/动作/犯罪,达瑞斯（塞缪尔·杰克逊 Samuel L. Jackson 饰）曾是一名令业内人士闻风丧胆的超级杀手，如今已经伏法的他屈居在铁窗之后，等待着漫长的刑期到头。达瑞斯的妻子索尼娅（萨尔玛·海耶克 Salma Hayek 饰）同样身陷囹圄，某日，达瑞斯得到了一个意外的机会，能够令索尼娅重获自由，作为交换，他必须出庭作证证明邪恶的罪犯弗拉迪斯拉夫（加里·奥德曼 Gary Oldman 饰）有罪。,118分钟,2017-09-22(中国大陆)/2017-08-18(美国), 美国 / 中国香港 / 保加利亚 / 荷兰, 英语 / 俄语 / 法语 / 日语 / 意大利语 / 荷兰语 / 西班牙语,135469.0,7.2,10.9%,44.5%,40.3%,3.9%,0.4%,31721,259.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498055621.jpg
88,星球大战8：最后的绝地武士 Star Wars: The Last Jedi,2017,莱恩·约翰逊,莱恩·约翰逊/乔治·卢卡斯,马克·哈米尔/凯丽·费雪/黛西·雷德利/亚当·德赖弗/约翰·博耶加/奥斯卡·伊萨克/安迪·瑟金斯/露皮塔·尼永奥/多姆纳尔·格里森/安东尼·丹尼尔斯/格温多兰·克里斯蒂/凯莉·玛丽·陈/劳拉·邓恩/本尼西奥·德尔·托罗/弗兰克·奥兹/比莉·洛德/阿曼达·劳伦斯/吉米·维/贾斯汀·塞洛克斯/蒂姆·罗斯/汤姆·凯恩/亚德里安·埃德蒙松/马克·路易斯·琼斯/赫敏·科菲尔德/吴青芸/诺阿·西甘/保罗·卡塞/米凯拉·科尔/普莉安卡·伯福德/纳温·乔杜里/安德鲁·杰克/克里斯塔·克拉克/伊川东吾,动作/科幻/冒险,邪恶的斯努克所率领的第一秩序正以前所未有的破坏力扫荡抵抗者组织最后的力量。几经辗转，蕾伊（黛西·雷德利 Daisy Ridley 饰）终于在银河一隅找到隐居的卢克·天行者（马克·哈米尔 Mark Hamill 饰），与此同时她自身的力量也正慢慢苏醒。遭到重创的抵抗者命悬一线，为了摆脱第一秩序的追杀，芬恩（约翰·博耶加 John Boyega 饰）和萝丝（凯莉·玛丽·陈 Kelly Marie Tran 饰）逃出主舰，试图找到能令他们起死回生的人物，而好逞英雄的波（奥斯卡·伊萨克 Oscar Isaac 饰）则留下来见证着抵抗者最为危机和绝望的时刻。,152分钟,2018-01-05(中国大陆)/2017-12-15(美国), 美国, 英语,130088.0,7.1,14.2%,38.4%,38.0%,7.5%,2.0%,35056,931.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506694509.jpg
89,相爱相亲,2017,张艾嘉,张艾嘉/游晓颖,张艾嘉/田壮壮/郎月婷/宋宁峰/吴彦姝/耿乐/谭维维/刘若英/王志文/李雪健/马嘉祺/张艺瀚,剧情/爱情/家庭,岳惠英（张艾嘉 饰）的母亲去世之后，惠英最大的念想就是将远葬在乡下的父亲的坟迁回城里，和母亲葬在一起，这个念头让她和父亲的原配姥姥（吴彦姝 饰）之间爆发了巨大的矛盾。迁坟的事成为了惠英的心结，亦让她和丈夫孝平（田壮壮 饰）之间的感情产生了裂痕。,120分钟,2017-11-03(中国大陆)/2017-10-21(釜山电影节), 中国大陆 / 中国台湾, 汉语普通话,140473.0,8.4,37.3%,46.2%,14.8%,1.5%,0.3%,46650,1949.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2502311890.jpg
90,星际特工：千星之城 Valérian and the City of a Thousand Planets,2017,吕克·贝松,吕克·贝松/皮埃尔·克里斯汀/让-克劳德·梅济耶尔,戴恩·德哈恩/卡拉·迪瓦伊/克莱夫·欧文/蕾哈娜/伊桑·霍克/赫比·汉考克/吴亦凡/萨姆·斯普卢尔 /阿兰·夏巴/鲁特格尔·哈尔/泽维尔·吉亚诺利/约翰·古德曼/山姆·道格拉斯/萨莎·露丝,动作/科幻/冒险,人类和众多外星种族共同生活在一个名为千星之城阿尔法的繁华星际大都市，数百年来，千星之城阿尔法成为各族群和平共处的美妙天堂，它繁荣昌盛。韦勒瑞恩（戴恩·德哈恩 Dane DeHaan 饰）和洛瑞琳（卡拉·迪瓦伊 Cara Delevingne 饰）被选择成为阿尔法的守护者，他们俩是警卫部的执行人员，被任命去拦截一种稀有物品的交易。这种稀有物品与一个本该在数十年前就消失的稀有族群存在神秘的关联。然后他们来到了巨大的千星之城阿尔法城，这时他们的指挥官Arun Filitt（克里夫·欧文饰）在指挥中心遭到绑架，这对搭档开始意识到手中物品的不寻常价值。二人追寻凶手，发现自己身陷一场正在发酵的星际事件中……,137分钟,2017-08-25(中国大陆)/2017-07-20(德国)/2017-07-26(法国), 法国, 英语 / 法语,155804.0,7.0,11.2%,36.9%,42.7%,7.7%,1.4%,47936,804.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496088130.jpg
91,烟花 打ち上げ花火、下から見るか？横から見るか？,2017,新房昭之/武内宣之,大根仁/岩井俊二,广濑铃/菅田将晖/宫野真守/松隆子/花泽香菜/浅沼晋太郎/丰永利行/梶裕贵/三木真一郎/樱井孝宏/根谷美智子/飞田展男/宫本充/立木文彦/斋藤千和/岛村侑/新垣樽助/种崎敦美/井之上润/小原好美/广田悠美/内田修一,剧情/动画,炎炎夏日，茂下町的烟花大会即将举行。就读于当地高中的及川奈砂（广濑铃 配音）并未沉浸在愉快祥和的气氛之中，她即将随母亲（松隆子 配音）搬家到另一个城市，心中满是失落。在某次即兴的游泳比赛时，奈砂击败同班同学岛田典道（菅田将晖 配音）和安昙祐介（宫野真守 配音）。随后她坦白喜欢祐介，希望烟花大会时能与对方一同游玩。可是祐介、典道随后卷入和朋友们关于“烟花到底是圆是扁”的争论中，大家约好当晚一起去某地见证。祐介因此爽约，而同样偷偷喜欢着奈砂的典道因此发觉了女孩的秘密和心思。他为此责怪好友，也渴望时光重来，迎得当初那场比赛……,90分钟,2017-12-01(中国大陆)/2017-08-18(日本), 日本, 日语,46549.0,5.5,6.0%,14.1%,39.3%,30.4%,10.2%,15869,691.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504455660.jpg
92,浪矢解忧杂货店 ナミヤ雑貨店の奇蹟,2017,广木隆一,齐藤浩史/东野圭吾,山田凉介/村上虹郎/宽一郎/成海璃子/门胁麦/林遣都/铃木梨央/山下莉绪/手塚通/中村治雄/萩原圣人/小林薰/吉行和子/尾野真千子/西田敏行,剧情/奇幻,2012年的一个夜晚，自幼在某孤儿院长大的敦也（山田凉介 饰）、翔太（村上虹郎 饰）和幸平（宽一郎 饰）对某女企业家实施了抢劫，由于汽车意外抛锚，他们仓皇逃到了一家早已关张的杂货店内躲藏。这家名为浪矢杂货店的铺子此前由风趣和善的老人浪矢雄治（西田敏行 饰）经营，数十年前他出于玩笑帮小朋友们解答各种困扰，后来名气越来越大，以至于有人专程向他咨询人生中的难题。本来从1980年就该沉寂的店铺，却在三人闯进来后收到了烦恼咨询信。随后敦也等人发现，这些信件竟然来自遥远的过去。神秘的夜晚，迷途青年执笔为他人排忧解难，他们的命运和这家解忧杂货店紧紧联系在了一起……,129分钟,2018-02-02(中国大陆)/2017-09-23(日本), 日本, 日语,72214.0,7.2,14.5%,39.8%,39.5%,5.5%,0.7%,19906,475.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511434383.jpg
93,新木乃伊 The Mummy,2017,艾里克斯·库兹曼,乔·斯派茨/克里斯托弗·麦奎里,汤姆·克鲁斯/罗素·克劳/安娜贝拉·沃丽丝/索菲亚·波多拉/杰克·约翰逊/考特尼·万斯/马尔万·肯扎里/斯蒂芬·汤普森/詹姆斯·阿拉马/马修·威尔卡斯/索姆·卡皮拉/肖恩·卡梅伦·迈克尔/雷兹·肯普顿/尼尔·马斯克尔/哈维尔·博泰特/帕克·索耶,动作/奇幻/冒险,新版《木乃伊》讲述了一个全新故事，木乃伊公主阿玛内特穿梭到现代伦敦，企图寻回她曾被夺去的一切。,110分钟,2017-06-09(中国大陆/美国), 美国, 英语,111532.0,4.8,1.4%,5.8%,36.6%,41.0%,15.1%,34522,625.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2459198108.jpg
94,全球风暴 Geostorm,2017,迪安·德夫林,迪安·德夫林/保罗·盖特,杰拉德·巴特勒/吉姆·斯特吉斯/艾比·考尼什/亚历山德拉·玛丽亚·拉娜/吴彦祖/欧赫尼奥·德尔维斯/阿马尔·维克德/阿德普波·奥杜耶/安迪·加西亚/艾德·哈里斯/罗伯特·席安/理查德·希夫/梅尔·温宁汉姆/莎姬·贝兹/特丽莎·贝特曼,动作/科幻/灾难,《全球风暴》的故事发生在未来，环境恶化导致自然灾害愈演愈烈，因此世界各国通力合作，创造了能控制天气的强大气象卫星网络。但是卫星网络突发故障开始攻击地球，摧毁一切的气象大灾变席卷世界。而随着事态发展，浩劫背后的阴谋人祸也开始浮出水面，令主人公的救世之旅面临更严峻考验。,109分钟,2017-10-27(中国大陆)/2017-10-20(美国), 美国, 英语 / 粤语 / 俄语 / 印地语 / 西班牙语,84782.0,6.0,4.2%,18.7%,52.6%,20.9%,3.7%,23146,409.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2501769525.jpg
95,异星觉醒 Life,2017,丹尼尔·伊斯皮诺萨,瑞特·里斯/保罗·韦尼克,杰克·吉伦哈尔/丽贝卡·弗格森/瑞恩·雷诺兹/真田广之/阿利安·巴克瑞/奥尔加·戴维克娜雅/大卫·梅尔/伊莉莎白·巴尔加斯/卡米尔·沃伦-泰勒/森尚子/亚历山大·阮/希·伍辛,科幻/惊悚/恐怖,大卫（杰克·吉伦哈尔 Jake Gyllenhaal 饰）、米兰达（丽贝卡·弗格森 Rebecca Ferguson 饰）、罗里（瑞安·雷诺兹 Ryan Reynolds 饰）、秀（真田广之 饰）和休（阿利安·巴克瑞 Ariyon Bakare 饰）是在同一艘太空船上工作的宇航员们。一次偶然之中，他们在火星上发现了一个尚未成熟的生命体。休将这个生命体带回了实验室，让大家没有想到的是，这个小小的细胞在外界的刺激之下竟然开始了飞速的成长。,104分钟,2017-05-19(中国大陆)/2017-03-18(西南偏南电影节)/2017-03-24(美国), 美国, 英语 / 日语 / 越南语,127700.0,6.5,6.1%,29.2%,50.1%,11.7%,3.0%,39502,861.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2456571580.jpg
96,小丑回魂 It,2017,安德斯·穆斯切蒂,蔡斯·帕默/凯瑞·福永/加里·多伯曼/斯蒂芬·金,比尔·斯卡斯加德/杰登·马泰尔/杰里米·雷·泰勒/索菲娅·莉莉丝/菲恩·伍法德/乔森·雅各布/杰克·迪伦·格雷泽/瓦耶特·奥莱夫/杰克逊·罗伯特·斯科特/尼古拉斯·汉密尔顿/杰克·辛/洛根·汤普森/欧文·泰格/斯蒂夫·博加尔特/斯图尔特·休斯/杰弗里·庞塞特/皮普·德怀尔/莫莉·阿特金森/史蒂文·威廉姆斯/伊丽莎白·桑德斯/梅根·查彭提尔/安东尼·尤埃西/哈维尔·博泰特/伊莎贝尔·内利瑟/尼尔·克容,剧情/恐怖/儿童,1989年，位于缅因州的德里市，正被恐怖的阴影所笼罩。从上一年开始，儿童失踪案接连发生，似乎某个可怕的未知存在悄然来到了人们中间。痛失弟弟的少年比利（杰顿·李博赫 Jaeden Lieberher 饰），决定和艾迪、瑞奇、史丹利等伙伴利用暑假寻找弟弟乔治的下落。不久之后，遭小坏蛋们欺负的小胖子本、被疯传放荡的坏女孩贝弗莉以及父母死于大火的孤儿麦克相继加入这个受到嗤笑的窝囊废联盟。在这一过程中，他们经历了一连串的超自然的恐怖体验。少年们发现，在这个被诅咒的城市，每隔27年非正常死亡人数就会飙升。狞笑着的小丑（比尔·斯卡斯加德 Bill Skarsgård 饰），深入每个人的心底，挖掘他们最恐惧的部分……,135分钟,2017-08-29(伦敦恐怖电影节)/2017-09-08(美国), 美国 / 加拿大, 英语,152874.0,7.4,16.1%,44.7%,33.4%,4.8%,1.0%,40603,448.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2452537144.jpg
97,勇往直前 Only the Brave,2017,约瑟夫·科辛斯基,肯·诺兰/埃里克·辛格尔/肖恩·弗林,乔什·布洛林/迈尔斯·特勒/杰夫·布里吉斯/詹妮弗·康纳利/詹姆斯·戴尔/泰勒·克奇/安迪·麦克道威尔/吉欧夫·斯图兹/亚历克斯·罗素/萨德·拉金比尔/本·哈迪/斯科特·黑兹/杰克·皮克金/斯科特·福克斯/迪兰·科宁/娜塔莉·豪尔/贝尔·詹姆斯,剧情/传记/灾难,本片根据“格拉尼特山高手”消防队英勇事迹改编。影片讲述在“格拉尼特山高手队”创建之初，队里既有失足青年也有人面临婚姻危机等各种生活问题。队长埃里克·马什却始终充满热情，督促队员刻苦训练。这支看似由失意者组成的团队也逐 步成为城镇的荣誉象征……然而这一切被突如其来的森林大火所打破。面对近在咫尺的灾难，作为尖兵部队的他们勇往直前，却在阻止火势蔓延时被困火海、命悬一线。整个团队的安危与荣誉也面临巨大考验。,134分钟,2017-12-08(中国大陆)/2017-10-20(美国), 美国, 英语,67422.0,8.4,36.4%,50.1%,12.7%,0.7%,0.1%,17020,298.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506348908.jpg
98,犯罪都市 범죄도시,2017,姜允成,姜允成,马东锡/尹启相/赵在允/崔奎华/林炯俊/陈善圭/洪基俊/许栋元/河俊/金成圭/朴智焕/许成泰/闵庆珍/尹炳熙/李相元/郑仁基/严智星/白仁权/裴振雄/韩成天/金久澤/金旲兴/崔成宰/赵震雄/允珠,动作/犯罪,來自哈爾濱，惡名昭彰的「黑龍派」聚集了大量中國邊境朝鮮族出身的打工者、非法滯留者，在2004年大舉入侵韓國首爾，是以張晨（尹啟相 飾）為首的新興犯罪組織，張晨素以殘暴無良聞名，為錢無惡不作，快速威脅各區原有勢力，望制霸韓國。首爾一時間陷入黑幫恐慌之中，而此時以鐵拳聞名，一天就能處理一整區罪犯的怪物刑警察－馬錫道（馬東石 飾），錫道為了掃蕩被地下勢力入侵的首爾，展開特殊行動，誓言將黑龍派一網打盡，給他們最痛快的一擊.,121分钟,2017-10-03(韩国), 韩国, 韩语,41114.0,7.6,18.5%,47.1%,31.4%,2.5%,0.5%,8641,87.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496564367.jpg
99,极限特工3：终极回归 xXx: Return of Xander Cage,2017,D·J·卡卢索,F·斯科特·弗雷泽/里奇·威尔克斯,范·迪塞尔/甄子丹/迪皮卡·帕度柯妮/吴亦凡/鲁比·罗丝/塞缪尔·杰克逊/妮娜·杜波夫/托尼·贾/托妮·科莱特/赫敏·科菲尔德/阿尔·萨皮恩扎/艾斯·库珀/内马尔/罗伊·麦克凯恩/迈克尔·比斯平,动作/冒险,当Triple X项目的创始人吉布森（塞缪尔·杰克逊饰）被杀害了的时候，美国国安局特工马珂（托妮·科莱特饰）决定请回自假死后一直被政府跟踪的桑德·凯奇（范·迪塞尔饰）。为了给吉布森报仇，同意回归，招募了一个新的Triple X团队，人员包括狙击手阿黛尔·沃尔夫（露比·罗丝饰），特技驾驶员火炬泰尼逊（罗伊·麦克凯恩饰）、夜店DJ 尼克斯（吴亦凡饰），还有计算机分析师贝基（妮娜·杜波夫饰）。桑德·凯奇团队针对的坏特工们包括头目项（甄子丹饰）、致命杀手赛琳娜·昂格尔（迪皮卡·帕度柯妮饰）、武术专家塔隆（托尼·贾饰），还有武器专家霍克（迈克尔·比斯平饰）。但当两个团队相遇时，突然发现事情并不是看上去的那样，有可能两拨人的目标是一致的。此时此刻，这两只Triple X队伍为了阻止未知的敌人，必须携手合作,107分钟,2017-02-10(中国大陆)/2017-01-05(墨西哥)/2017-01-20(美国), 美国, 英语,100442.0,5.6,5.0%,15.0%,44.8%,26.3%,8.8%,31994,685.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2410569976.jpg
100,铁雨 강철비,2017,杨宇硕,杨宇硕,郑雨盛/郭度沅/金甲洙/金义城/李璟荣/赵宇镇/郑元中/张铉诚/金明坤/朴恩惠/朴善英/元真儿/李润健/金亨宗/金芝荷/罗光旭/玄奉植/金基贤/金泰汉/克里斯汀·达尔顿/安德烈亚斯·弗龙克/丹尼尔·乔伊·奥尔布赖特,动作/惊悚,原朝鲜侦察总局特工严铁雨(郑雨盛 饰)受到征召前去位于朝韩边境的开城工业园区刺杀意图政变的朝鲜高官，不料却在开城遇袭，迫使他带着重伤昏迷的朝鲜最高领导人逃往韩国，局势突变，朝鲜半岛站在了核战争的边缘，中美日皆卷入乱局，他只能与韩国外交安全首席秘书郭哲宇(郭度沅 饰)合作，将半岛从核战边缘拉回,139分钟,2017-12-14(韩国), 韩国, 韩语 / 汉语普通话 / 日语 / 英语,88981.0,8.2,31.3%,50.1%,17.1%,1.2%,0.3%,21046,298.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505050710.jpg
101,赛车总动员3：极速挑战 Cars 3,2017,布莱恩·菲,布莱恩·菲/本·奎因/伊尔·波戴尔/乔纳森·E·斯图尔特/基尔·默里/鲍勃·彼德森/迈克·里奇,欧文·威尔逊/克里斯黛拉·阿朗索/克里斯·库珀/内森·菲利安/王牌接线员拉里/艾米·汉莫/雷·马格利奥齐/托尼·夏尔赫布/邦尼·亨特/丽亚·德拉利亚/凯丽·华盛顿/鲍勃·科斯塔斯/玛格·马丁戴尔/达雷尔·沃尔特里普/小伊塞亚·维特洛克/保罗·杜利/凯瑟琳·海蒙德/切奇·马林,喜剧/动画/冒险,,102分钟,2017-08-25(中国大陆)/2017-06-16(美国), 美国, 英语,37754.0,7.0,11.5%,36.4%,45.0%,6.1%,0.9%,8196,200.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2492869476.jpg
102,极盗车神 Baby Driver,2017,埃德加·赖特,埃德加·赖特,安塞尔·艾尔高特/凯文·史派西/杰米·福克斯/乔恩·哈姆/艾莎·冈萨雷斯/莉莉·詹姆斯/乔·博恩瑟/米迦·霍华德/摩根·布朗/CJ·琼斯/斯凯·费雷拉/兰斯·帕默/哈德森·米克/薇薇安娜·查维斯/哈尔·怀特塞德/弗利/兰尼·琼/克莱·方特诺特/R·马科斯·泰勒/帕特里克·R·沃克/保罗·威廉姆斯/维布尔·弗利茨杰拉德,动作/音乐/犯罪,由英伦鬼才导演埃德加·赖特执导编剧的《极盗车神》，讲述了关于天赋极高的犯罪团伙司机——名为“Baby”的年轻人的故事。Baby（安塞尔·艾尔高特 Ansel Elgort 饰）专门负责帮银行抢劫犯开车逃脱。Baby因童年的一场事故导致耳疾，要靠专属的音乐来掌控开车节奏。偶然的一次邂逅，他与餐厅女服务生（莉莉·詹姆斯 Lily James 饰）坠入爱河，并想就此金盆洗手。头目老大道哥（凯文·史派西 Kevin Spacey 饰）表示，只要Baby再完成最后一次任务，就可以给他自由。殊不知，巨大的危险和挑战在等待着Baby……,113分钟,2017-08-25(中国大陆)/2017-03-11(西南偏南电影节)/2017-06-28(英国/美国), 英国 / 美国, 英语 / 美国手语,136825.0,7.0,10.6%,39.4%,42.3%,6.5%,1.1%,40988,594.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496901482.jpg
103,五十度黑 Fifty Shades Darker,2017,詹姆斯·弗雷,尼尔·伦纳德/E·L·詹姆斯,达科塔·约翰逊/詹米·多南/埃里克·约翰逊/艾洛斯·慕福特/贝拉·希思科特/瑞塔·奥拉/卢克·葛莱姆斯/维克多·罗塞克/马克斯·马蒂尼/布鲁斯·奥尔特曼/金·贝辛格/马西娅·盖伊·哈登/安德鲁·爱尔莱/萝宾·李/艾米·普赖斯-弗朗西斯,剧情/爱情/情色,年度争议大作《五十度灰》即将在2月13日北美上映，近日，导演萨姆·泰勒-约翰逊，主演詹米·多南和达科塔·约翰逊在纽约一场影片粉丝放映会上，向到场的观众宣布了《五十度灰2》和《五十度灰3》已经确定拍摄的消息。,118分钟,2017-02-10(美国), 美国, 英语,54365.0,5.4,6.5%,12.1%,39.8%,30.4%,11.3%,12483,127.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2412519473.jpg
104,暴雪将至,2017,董越,董越,段奕宏/江一燕/杜源/郑伟/郑楚一/张林,剧情/悬疑/犯罪,故事发生在二十世纪九十年代的一座小城之中，接连发生的杀人案表明，有一个凶恶而又冷血的连环杀手潜伏在这座阴雨连绵的城市之中，而且此人极有可能是当地一座工厂里的内部人员。余国伟（段奕宏 饰）是工厂保卫科干事，因为多次破获了工厂里的盗窃案件而被人们称为“余神探”。,120分钟,2017-11-17(中国大陆)/2017-10-29(东京电影节), 中国大陆, 汉语普通话,121477.0,7.0,8.4%,42.2%,43.4%,5.3%,0.8%,34228,1245.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2505160594.jpg
